Trial: 1 estimated 9, Trial: 1 actual 9, 
0.0175781, 0.497528, 
0.137277, 0.0170898, 
0.37915, 0.139374, 
0.0753265, 0.350006, 
0.362324, 0.0987244, 
0.0891535, 0.377258, 
0.380139, 0.0740356, 
0.0745657, 0.351166, 
0.361033, 0.101685, 
0.0902856, 0.375671, 
0.381155, 0.0798035, 
0.0737903, 0.361603, 
0.35968, 0.090271, 
0.0914819, 0.370331, 
0.382161, 0.0834656, 
0.0730284, 0.363647, 
0.358316, 0.0907593, 
0.0927001, 0.374603, 
0.383115, 0.0799866, 
0.0723109, 0.359467, 
0.356998, 0.0921326, 
0.0938873, 0.372986, 
0.383979, 0.0814514, 
0.0716664, 0.361389, 
0.355787, 0.0894165, 
0.0949875, 0.370392, 
0.384721, 0.0827026, 
0.0711158, 0.362213, 
0.354733, 0.0881348, 
0.0959535, 0.368347, 
0.385327, 0.0847473, 
0.0706684, 0.358917, 
0.353861, 0.0944214, 
0.0967567, 0.374146, 
0.385799, 0.0751038, 
0.0703212, 0.354858, 
0.353177, 0.0958557, 
0.0973912, 0.376923, 
0.386152, 0.0772095, 
0.0700625, 0.354492, 
0.352662, 0.0976562, 
0.0978704, 0.374054, 
0.386407, 0.0801086, 
0.0698762, 0.358917, 
0.352288, 0.0957336, 
0.0982191, 0.379395, 
0.386587, 0.0760193, 
0.0697454, 0.350555, 
0.352024, 0.0985718, 
0.0984656, 0.375061, 
0.38671, 0.080719, 
0.0696554, 0.363708, 
0.351842, 0.0908508, 
0.0986362, 0.367554, 
0.386794, 0.0853271, 
0.0695943, 0.360962, 
0.351718, 0.0915833, 
0.0987524, 0.368683, 
0.38685, 0.0825195, 
0.0695532, 0.362152, 
0.351635, 0.0903931, 
0.0988307, 0.369965, 
0.386888, 0.0844116, 
0.0695257, 0.36676, 
0.351579, 0.0847778, 
0.0988831, 0.372833, 
0.386913, 0.0814819, 
0.0695075, 0.361786, 
0.351542, 0.0894165, 
0.0989179, 0.368927, 
0.38693, 0.0834656, 
0.0694954, 0.363464, 
0.351517, 0.0859985, 
0.098941, 0.362701, 
0.386941, 0.0889587, 
0.0694874, 0.367371, 
0.351501, 0.085083, 
0.0989563, 0.363495, 
0.386948, 0.0878906, 
0.0694821, 0.371155, 
0.35149, 0.0840149, 
0.0989665, 0.365479, 
0.386953, 0.0892639, 
0.0694786, 0.373566, 
0.351483, 0.0795593, 
0.0989731, 0.356812, 
0.386956, 0.0935974, 
0.0694763, 0.374237, 
0.351478, 0.0793457, 
0.0989775, 0.356934, 
0.386958, 0.0928955, 
0.0694748, 0.371368, 
0.351475, 0.0827637, 
0.0989804, 0.364227, 
0.38696, 0.0858459, 
0.0694738, 0.360229, 
0.351473, 0.0904541, 
0.0989824, 0.369904, 
0.386961, 0.0830383, 
0.0694731, 0.36322, 
0.351472, 0.0873718, 
0.0989836, 0.366669, 
0.386961, 0.0874634, 
0.0694727, 0.371185, 
0.351471, 0.0810242, 
0.0989845, 0.356659, 
0.386962, 0.0970764, 
0.0694724, 0.380859, 
0.35147, 0.0723877, 
0.098985, 0.346558, 
0.386962, 0.101532, 
0.0694722, 0.381104, 
0.35147, 0.0740356, 
0.0989854, 0.356293, 
0.386962, 0.0940552, 
0.0694721, 0.375641, 
0.35147, 0.0782471, 
0.0989856, 0.354248, 
0.386962, 0.0948181, 
0.069472, 0.374878, 
0.35147, 0.078064, 
0.0989858, 0.351471, 
0.386962, 0.0998535, 
0.0694719, 0.37915, 
0.35147, 0.0736694, 
0.0989859, 0.349182, 
0.386962, 0.102753, 
0.0694719, 0.378235, 
0.351469, 0.0738831, 
0.0989859, 0.351471, 
0.386962, 0.0987244, 
0.0694719, 0.378876, 
0.351469, 0.0756836, 
0.098986, 0.354095, 
0.386962, 0.0983887, 
0.0694719, 0.374023, 
0.351469, 0.0776978, 
0.098986, 0.355164, 
0.386962, 0.0942383, 
0.0694718, 0.373077, 
0.351469, 0.0820007, 
0.098986, 0.365723, 
0.386962, 0.0886536, 
0.0694718, 0.370331, 
0.351469, 0.0819397, 
0.098986, 0.361755, 
0.386962, 0.0895081, 
0.0694718, 0.365601, 
0.351469, 0.0858765, 
0.098986, 0.367432, 
0.386962, 0.0857544, 
0.0694718, 0.35968, 
0.351469, 0.092804, 
0.0989861, 0.371704, 
0.386962, 0.0806274, 
0.0694718, 0.356537, 
0.351469, 0.09552, 
0.0989861, 0.372589, 
0.386962, 0.0798035, 
0.0694718, 0.361969, 
0.351469, 0.0905762, 
0.0989861, 0.371552, 
0.386962, 0.081604, 
0.0694718, 0.357727, 
0.351469, 0.092804, 
0.0989861, 0.375641, 
0.386962, 0.0787964, 
0.0694718, 0.357971, 
0.351469, 0.0937195, 
0.0989861, 0.378174, 
0.386962, 0.0743408, 
0.0694718, 0.354462, 
0.351469, 0.0959778, 
0.0989861, 0.375824, 
0.386962, 0.0767822, 
0.0694718, 0.354614, 
0.351469, 0.0974121, 
