Trial: 1 estimated 3, Trial: 1 actual 3, 
0.375, 0.501343, 
0.439453, 0.382446, 
0.414245, 0.404175, 
0.426393, 0.42627, 
0.420882, 0.412598, 
0.423463, 0.414734, 
0.422271, 0.421692, 
0.422825, 0.411621, 
0.422568, 0.426025, 
0.422688, 0.407349, 
0.422632, 0.415771, 
0.422658, 0.420593, 
0.422646, 0.411011, 
0.422651, 0.408325, 
0.422649, 0.422607, 
0.42265, 0.412292, 
0.42265, 0.411926, 
0.42265, 0.425659, 
0.42265, 0.408936, 
0.42265, 0.417969, 
0.42265, 0.412109, 
0.42265, 0.419434, 
0.42265, 0.418152, 
0.42265, 0.420166, 
0.42265, 0.416504, 
0.42265, 0.413757, 
0.42265, 0.416748, 
0.42265, 0.418091, 
0.42265, 0.414185, 
0.42265, 0.419678, 
0.42265, 0.414795, 
0.42265, 0.420044, 
0.42265, 0.412292, 
0.42265, 0.421082, 
0.42265, 0.412415, 
0.42265, 0.412231, 
0.42265, 0.414673, 
0.42265, 0.417969, 
0.42265, 0.417847, 
0.42265, 0.422668, 
0.42265, 0.409058, 
0.42265, 0.411499, 
0.42265, 0.417786, 
0.42265, 0.417908, 
0.42265, 0.417419, 
0.42265, 0.414795, 
0.42265, 0.416992, 
0.42265, 0.419434, 
0.42265, 0.420776, 
0.42265, 0.407654, 
0.42265, 0.419922, 
0.42265, 0.415588, 
0.42265, 0.414185, 
0.42265, 0.408447, 
0.42265, 0.415222, 
0.42265, 0.422852, 
0.42265, 0.412781, 
0.42265, 0.416443, 
0.42265, 0.416565, 
0.42265, 0.422363, 
0.42265, 0.414124, 
0.42265, 0.409424, 
0.42265, 0.416199, 
0.42265, 0.415161, 
0.42265, 0.416565, 
0.42265, 0.413269, 
0.42265, 0.421082, 
0.42265, 0.415466, 
0.42265, 0.411621, 
0.42265, 0.416748, 
0.42265, 0.418213, 
0.42265, 0.413879, 
0.42265, 0.421509, 
0.42265, 0.414734, 
0.42265, 0.41748, 
0.42265, 0.414856, 
0.42265, 0.41925, 
0.42265, 0.413025, 
0.42265, 0.417175, 
0.42265, 0.41571, 
0.42265, 0.409912, 
0.42265, 0.421631, 
0.42265, 0.41626, 
0.42265, 0.413452, 
0.42265, 0.419312, 
0.42265, 0.416809, 
0.42265, 0.410156, 
0.42265, 0.414734, 
0.42265, 0.418518, 
0.42265, 0.408081, 
0.42265, 0.417908, 
0.42265, 0.417358, 
0.42265, 0.418213, 
0.42265, 0.410889, 
0.42265, 0.415222, 
0.42265, 0.418823, 
0.42265, 0.41571, 
0.42265, 0.41217, 
0.42265, 0.420166, 
0.42265, 0.412537, 
0.42265, 0.415588, 
0.42265, 0.423584, 
0.42265, 0.414978, 
0.42265, 0.414734, 
0.42265, 0.419373, 
0.42265, 0.413452, 
0.42265, 0.421326, 
0.42265, 0.417603, 
0.42265, 0.419373, 
0.42265, 0.414001, 
0.42265, 0.417847, 
0.42265, 0.416138, 
0.42265, 0.417542, 
0.42265, 0.41095, 
0.42265, 0.418457, 
0.42265, 0.416199, 
0.42265, 0.417725, 
0.42265, 0.417175, 
0.42265, 0.412415, 
0.42265, 0.421265, 
0.42265, 0.418884, 
