Trial: 4 estimated 21, Trial: 4 actual 21, 
1.00136e-05, 0.505859, 
0.000210243, 0.00012207, 
0.00439658, 0.00256348, 
0.0845399, 0.0476074, 
0.303438, 0.380371, 
0.00460774, 0.000610352, 
0.0882252, 0.0130615, 
0.292122, 0.194214, 
0.00612287, 0.0523682, 
0.113718, 0.369019, 
0.213545, 0.000854492, 
0.0367442, 0.0168457, 
0.364956, 0.231812, 
0.000872034, 0.0252686, 
0.017996, 0.324097, 
0.262821, 0.00219727, 
0.0123977, 0.0422363, 
0.202863, 0.354614, 
0.0457179, 0.00158691, 
0.376566, 0.0319824, 
0.000622114, 0.331055, 
0.0129028, 0.0020752, 
0.208979, 0.0412598, 
0.0403725, 0.358765, 
0.371842, 0.0012207, 
0.000714419, 0.0245361, 
0.0147899, 0.294434, 
0.230548, 0.00561523, 
0.0256219, 0.100464, 
0.32017, 0.266357, 
0.00298952, 0.0119629, 
0.0591309, 0.192017, 
0.366959, 0.0588379, 
0.000823133, 0.362183, 
0.0170034, 0.00146484, 
0.253394, 0.0292969, 
0.0154116, 0.320312, 
0.237225, 0.00244141, 
0.0221467, 0.0487061, 
0.297168, 0.36499, 
0.00539819, 0.000976562, 
0.101731, 0.0202637, 
0.249921, 0.264893, 
0.0166788, 0.0124512, 
0.250203, 0.202759, 
0.0165724, 0.0466309, 
0.249146, 0.370972, 
0.0169742, 0.000488281, 
0.253108, 0.00939941, 
0.0155124, 0.152344, 
0.238289, 0.120972, 
0.0216336, 0.195435, 
0.293345, 0.0578613, 
0.00593948, 0.366943, 
0.110719, 0.000488281, 
0.222443, 0.0109863, 
0.0304847, 0.17334, 
0.344663, 0.0800781, 
0.00154493, 0.322876, 
0.0314557, 0.00231934, 
0.348585, 0.0477295, 
0.00138575, 0.370117, 
0.0283047, 0.000610352, 
0.334719, 0.0128174, 
0.00202771, 0.188965, 
0.0408879, 0.0603027, 
0.372565, 0.365967, 
0.000699523, 0.000610352, 
0.0144858, 0.0135498, 
0.227206, 0.199829, 
0.0275368, 0.0441895, 
0.330824, 0.361206, 
0.00225231, 0.000732422, 
0.0452129, 0.0166016, 
0.376368, 0.240601, 
0.000625751, 0.0155029, 
0.0129773, 0.249268, 
0.209868, 0.0163574, 
0.0396423, 0.253052, 
0.370714, 0.0162354, 
0.000738286, 0.240967, 
0.0152767, 0.0227051, 
0.235794, 0.298584, 
0.0228539, 0.00756836, 
0.302252, 0.135498, 
0.00474849, 0.156616, 
0.0906633, 0.112183, 
0.284541, 0.222412, 
0.00738003, 0.0343018, 
0.13364, 0.358276, 
0.159265, 0.0012207, 
0.104116, 0.0244141, 
0.242533, 0.293335, 
0.0196909, 0.00561523, 
0.277808, 0.108276, 
0.00868986, 0.227783, 
0.153258, 0.0286865, 
0.115522, 0.338867, 
0.208269, 0.00146484, 
0.0409637, 0.029541, 
0.372666, 0.318237, 
0.00069746, 0.00219727, 
0.0144437, 0.0437012, 
0.226739, 0.369995, 
0.0278142, 0.000488281, 
0.332255, 0.00915527, 
0.00216723, 0.146362, 
0.0435792, 0.129883, 
0.375387, 0.176758, 
0.000644055, 0.081543, 
0.013352, 0.318726, 
0.214294, 0.00341797, 
0.0361766, 0.0664062, 
0.363577, 0.3396, 
0.000907262, 0.00219727, 
0.0187097, 0.0447998, 
0.2693, 0.35376, 
0.0106472, 0.0012207, 
0.1805, 0.0239258, 
0.0707416, 0.297363, 
0.342471, 0.00341797, 
0.00164111, 0.0654297, 
0.0333496, 0.3479, 
0.355385, 0.000976562, 
0.00114533, 0.0194092, 
0.0235069, 0.255615, 
0.30676, 0.0151367, 
0.00423341, 0.234741, 
0.0816697, 0.0223389, 
0.312075, 0.289062, 
0.00369235, 0.00720215, 
0.0720099, 0.126831, 
0.339218, 0.18457, 
0.00179418, 0.0639648, 
0.0363486, 0.358154, 
0.364004, 0.000976562, 
0.00089622, 0.0212402, 
0.0184861, 0.271362, 
0.267297, 0.00927734, 
0.0111628, 0.165161, 
0.187278, 0.09729, 
0.0621645, 0.261597, 
0.361655, 0.0140381, 
0.000958555, 0.227539, 
0.0197472, 0.0272217, 
