Trial: 1 estimated 9, Trial: 1 actual 9, 
0.0175781, 0.495605, 
0.137277, 0.020813, 
0.37915, 0.155945, 
0.0753265, 0.34552, 
0.362324, 0.104614, 
0.0891535, 0.376282, 
0.380139, 0.0787964, 
0.0745657, 0.355713, 
0.361033, 0.0949707, 
0.0902856, 0.371216, 
0.381155, 0.0834351, 
0.0737903, 0.368652, 
0.35968, 0.0831909, 
0.0914819, 0.36377, 
0.382161, 0.0874023, 
0.0730284, 0.370117, 
0.358316, 0.0820312, 
0.0927001, 0.366821, 
0.383115, 0.086853, 
0.0723109, 0.368469, 
0.356998, 0.0838013, 
0.0938873, 0.363831, 
0.383979, 0.0928345, 
0.0716664, 0.371033, 
0.355787, 0.0805664, 
0.0949875, 0.357849, 
0.384721, 0.0960083, 
0.0711158, 0.378052, 
0.354733, 0.0792847, 
0.0959535, 0.35437, 
0.385327, 0.0981445, 
0.0706684, 0.382812, 
0.353861, 0.0706787, 
0.0967567, 0.335144, 
0.385799, 0.118591, 
0.0703212, 0.38501, 
0.353177, 0.0690308, 
0.0973912, 0.341431, 
0.386152, 0.11145, 
0.0700625, 0.391174, 
0.352662, 0.0674438, 
0.0978704, 0.34082, 
0.386407, 0.114136, 
0.0698762, 0.378845, 
0.352288, 0.0749512, 
0.0982191, 0.347534, 
0.386587, 0.106628, 
0.0697454, 0.382141, 
0.352024, 0.072998, 
0.0984656, 0.341064, 
0.38671, 0.110962, 
0.0696554, 0.376465, 
0.351842, 0.0773315, 
0.0986362, 0.357422, 
0.386794, 0.0927734, 
0.0695943, 0.368591, 
0.351718, 0.0835571, 
0.0987524, 0.36792, 
0.38685, 0.0819092, 
0.0695532, 0.360901, 
0.351635, 0.0903931, 
0.0988307, 0.364929, 
0.386888, 0.0865479, 
0.0695257, 0.365906, 
0.351579, 0.0878296, 
0.0988831, 0.369446, 
0.386913, 0.0855713, 
0.0695075, 0.366394, 
0.351542, 0.0844727, 
0.0989179, 0.367126, 
0.38693, 0.085144, 
0.0694954, 0.362976, 
0.351517, 0.0879517, 
0.098941, 0.372437, 
0.386941, 0.083313, 
0.0694874, 0.364929, 
0.351501, 0.0873413, 
0.0989563, 0.367737, 
0.386948, 0.085144, 
0.0694821, 0.361267, 
0.35149, 0.0899658, 
0.0989665, 0.372375, 
0.386953, 0.0841064, 
0.0694786, 0.364502, 
0.351483, 0.09021, 
0.0989731, 0.372803, 
0.386956, 0.0856934, 
0.0694763, 0.364319, 
0.351478, 0.0869751, 
0.0989775, 0.363831, 
0.386958, 0.0841675, 
0.0694748, 0.360779, 
0.351475, 0.0886841, 
0.0989804, 0.363159, 
0.38696, 0.0880737, 
0.0694738, 0.365723, 
0.351473, 0.0875244, 
0.0989824, 0.372986, 
0.386961, 0.0827637, 
0.0694731, 0.367004, 
0.351472, 0.0884399, 
0.0989836, 0.370911, 
0.386961, 0.0789185, 
0.0694727, 0.362, 
0.351471, 0.0880737, 
0.0989845, 0.373108, 
0.386962, 0.0806885, 
0.0694724, 0.358398, 
0.35147, 0.0925293, 
0.098985, 0.371521, 
0.386962, 0.0820312, 
0.0694722, 0.363525, 
0.35147, 0.0852661, 
0.0989854, 0.36145, 
0.386962, 0.0929565, 
0.0694721, 0.374512, 
0.35147, 0.0757446, 
0.0989856, 0.351074, 
0.386962, 0.101624, 
0.069472, 0.382507, 
0.35147, 0.0742188, 
0.0989858, 0.348511, 
0.386962, 0.106873, 
0.0694719, 0.378845, 
0.35147, 0.0762939, 
0.0989859, 0.345093, 
0.386962, 0.103333, 
0.0694719, 0.38269, 
0.351469, 0.0723877, 
0.0989859, 0.347717, 
0.386962, 0.103088, 
0.0694719, 0.375793, 
0.351469, 0.0757446, 
0.098986, 0.35022, 
0.386962, 0.101868, 
0.0694719, 0.377625, 
0.351469, 0.0762329, 
0.098986, 0.355835, 
0.386962, 0.0961304, 
0.0694718, 0.369019, 
0.351469, 0.0840454, 
0.098986, 0.367554, 
0.386962, 0.0820923, 
0.0694718, 0.360901, 
0.351469, 0.0908203, 
0.098986, 0.367065, 
0.386962, 0.0827637, 
0.0694718, 0.36261, 
0.351469, 0.0869751, 
0.098986, 0.366943, 
0.386962, 0.0853271, 
0.0694718, 0.369019, 
0.351469, 0.0830078, 
0.0989861, 0.361694, 
0.386962, 0.0908813, 
0.0694718, 0.377808, 
0.351469, 0.0723267, 
0.0989861, 0.350037, 
0.386962, 0.106995, 
0.0694718, 0.382568, 
0.351469, 0.0703125, 
0.0989861, 0.344299, 
0.386962, 0.109558, 
0.0694718, 0.373779, 
0.351469, 0.078186, 
0.0989861, 0.35791, 
0.386962, 0.0943604, 
0.0694718, 0.374695, 
0.351469, 0.0762939, 
0.0989861, 0.365051, 
0.386962, 0.0862427, 
0.0694718, 0.364502, 
0.351469, 0.0878296, 
0.0989861, 0.364441, 
0.386962, 0.0894165, 
0.0694718, 0.371826, 
0.351469, 0.0835571, 
0.0989861, 0.365417, 
0.386962, 0.0870972, 
0.0694718, 0.362854, 
0.351469, 0.0901489, 
0.0989861, 0.369446, 
0.386962, 0.0812378, 
0.0694718, 0.357544, 
0.351469, 0.097168, 
0.0989861, 0.373047, 
0.386962, 0.0772095, 
0.0694718, 0.36322, 
0.351469, 0.0895386, 
0.0989861, 0.374146, 
0.386962, 0.0822754, 
0.0694718, 0.366638, 
0.351469, 0.0856934, 
0.0989861, 0.37384, 
0.386962, 0.074646, 
0.0694718, 0.350342, 
0.351469, 0.103455, 
0.0989861, 0.378418, 
0.386962, 0.0786743, 
0.0694718, 0.356445, 
0.351469, 0.0950928, 
0.0989861, 0.372437, 
0.386962, 0.0820923, 
0.0694718, 0.36676, 
0.351469, 0.0836182, 
0.0989861, 0.371033, 
0.386962, 0.0786743, 
0.0694718, 0.361023, 
0.351469, 0.0921021, 
0.0989861, 0.374023, 
0.386962, 0.079834, 
0.0694718, 0.360901, 
0.351469, 0.0878906, 
0.0989861, 0.365784, 
0.386962, 0.0845337, 
0.0694718, 0.357178, 
0.351469, 0.0898438, 
0.0989861, 0.373962, 
0.386962, 0.0783081, 
0.0694718, 0.357178, 
0.351469, 0.0913086, 
0.0989861, 0.367126, 
0.386962, 0.0892334, 
0.0694718, 0.372375, 
0.351469, 0.0820923, 
0.0989861, 0.355957, 
0.386962, 0.0914307, 
0.0694718, 0.381348, 
0.351469, 0.072937, 
0.0989861, 0.350647, 
0.386962, 0.0986328, 
0.0694718, 0.378906, 
0.351469, 0.0747681, 
0.0989861, 0.351624, 
0.386962, 0.098938, 
0.0694718, 0.37793, 
0.351469, 0.0725098, 
0.0989861, 0.341431, 
0.386962, 0.10907, 
0.0694718, 0.378052, 
0.351469, 0.0772095, 
0.0989861, 0.364075, 
0.386962, 0.0899048, 
0.0694718, 0.373474, 
0.351469, 0.0811157, 
0.0989861, 0.362976, 
0.386962, 0.092041, 
0.0694718, 0.370667, 
0.351469, 0.0809326, 
0.0989861, 0.359863, 
0.386962, 0.0922852, 
0.0694718, 0.369446, 
0.351469, 0.0822144, 
0.0989861, 0.356445, 
0.386962, 0.0939941, 
0.0694718, 0.375061, 
0.351469, 0.0775757, 
0.0989861, 0.355774, 
0.386962, 0.0969238, 
0.0694718, 0.37793, 
0.351469, 0.0770264, 
0.0989861, 0.355042, 
0.386962, 0.0957031, 
0.0694718, 0.371277, 
0.351469, 0.0793457, 
0.0989861, 0.364136, 
0.386962, 0.0855713, 
0.0694718, 0.368652, 
0.351469, 0.081665, 
0.0989861, 0.359802, 
0.386962, 0.0922241, 
0.0694718, 0.371948, 
0.351469, 0.0814209, 
0.0989861, 0.356079, 
0.386962, 0.0949097, 
0.0694718, 0.377502, 
0.351469, 0.0760498, 
0.0989861, 0.352844, 
0.386962, 0.0967407, 
0.0694718, 0.374573, 
0.351469, 0.0775757, 
0.0989861, 0.358398, 
0.386962, 0.093689, 
0.0694718, 0.372314, 
0.351469, 0.079895, 
0.0989861, 0.358459, 
0.386962, 0.0946655, 
0.0694718, 0.371887, 
0.351469, 0.0793457, 
0.0989861, 0.357849, 
0.386962, 0.0921021, 
0.0694718, 0.375427, 
